Číslo případu,Datum spáchání,Místo činu,Číslo zákona,Paragraf,Odstavec,Písmeno,Bod,Způsob vyřízení
21070,2024-04-24, naproti ,361/2000,125c,1,k),,\N
21071,2024-04-24,  ,361/2000,125c,1,k),,\N
21072,2024-04-24,  ,361/2000,125c,1,k),,\N
21073,2024-04-24,  ,361/2000,125c,1,k),,\N
21074,2024-04-24,  ,361/2000,125c,1,k),,\N
21075,2024-04-24,  ,361/2000,125c,1,k),,\N
21076,2024-04-24,  ,361/2000,125c,1,k),,\N
21077,2024-04-24,  ,361/2000,125c,1,k),,\N
21078,2024-04-24,  ,361/2000,125c,1,k),,\N
21079,2024-04-24,  ,361/2000,125c,1,k),,\N
21080,2024-04-24,  ,361/2000,125c,1,k),,\N
21081,2024-04-24,  ,361/2000,125c,1,k),,\N
21082,2024-04-24, (EUC klinika) ,361/2000,125c,1,k),,\N
21083,2024-04-24,  ,361/2000,125c,1,k),,\N
21084,2024-04-24,  ,361/2000,125c,1,k),,\N
21085,2024-04-24,  ,361/2000,125c,1,k),,\N
21086,2024-04-24,  ,361/2000,125c,1,k),,\N
21087,2024-04-24,  ,361/2000,125c,1,k),,\N
21088,2024-04-24,  ,361/2000,125c,1,k),,\N
21089,2024-04-24,  ,361/2000,125c,1,k),,\N
21090,2024-04-24,  ,361/2000,125c,1,k),,\N
21091,2024-04-24,  ,361/2000,125c,1,k),,\N
21092,2024-04-24, (naproti objektu) ,361/2000,125c,1,k),,\N
21093,2024-04-24,  ,361/2000,125c,1,k),,\N
21094,2024-04-24,  ,361/2000,125c,1,k),,\N
21095,2024-04-24,  ,361/2000,125c,1,k),,\N
21096,2024-04-24,  ,361/2000,125c,1,k),,\N
21097,2024-04-24,  ,361/2000,125c,1,k),,\N
21098,2024-04-24,  ,361/2000,125c,1,k),,\N
21099,2024-04-24, (u křižovatky s ul. Vojanova) ,361/2000,125c,1,k),,\N
21100,2024-04-25,  ,361/2000,125c,1,k),,\N
21101,2024-04-25, (naproti domu) ,361/2000,125c,1,k),,\N
21102,2024-04-25, (naproti domu) ,361/2000,125c,1,k),,\N
21103,2024-04-25, (zadní část domu ul. Nádražní č. pop. 2684/62) ,361/2000,125c,1,f),11,\N
21104,2024-04-25,  ,361/2000,125c,1,k),,\N
21105,2024-04-25,  ,361/2000,125c,1,k),,\N
21106,2024-04-25,  ,361/2000,125c,1,k),,\N
21107,2024-04-25, (Domov pro seniory Kamenec) ,361/2000,125c,1,k),,\N
21108,2024-04-25,  ,361/2000,125c,1,k),,\N
21109,2024-04-25, (dvorní část) ,361/2000,125c,1,k),,\N
21110,2024-04-25,  ,361/2000,125c,1,k),,\N
21111,2024-04-25,  ,361/2000,125c,1,k),,\N
21112,2024-04-25,  ,361/2000,125c,1,k),,\N
21113,2024-04-25,  ,361/2000,125c,1,k),,\N
21114,2024-04-25,  ,361/2000,125c,1,k),,\N
21115,2024-04-25,  ,361/2000,125c,1,k),,\N
21116,2024-04-25,  ,361/2000,125c,1,k),,\N
21117,2024-04-25, Před prodejnou Andělská apatyka ,361/2000,125c,1,k),,\N
21118,2024-04-25,  ,361/2000,125c,1,k),,\N
21119,2024-04-25,  ,361/2000,125c,1,k),,\N
21120,2024-04-25,  ,361/2000,125c,1,k),,\N
21121,2024-04-25,  ,361/2000,125c,1,k),,\N
21122,2024-04-25,  ,361/2000,125c,1,k),,\N
21123,2024-04-25,  ,361/2000,125c,1,k),,\N
21124,2024-04-25,  ,361/2000,125c,1,k),,\N
21125,2024-04-25,  ,361/2000,125c,1,k),,\N
21126,2024-04-25,  ,361/2000,125c,1,k),,\N
21127,2024-04-25,  ,361/2000,125c,1,k),,\N
21128,2024-04-25,  ,361/2000,125c,1,k),,\N
21129,2024-04-25,  ,361/2000,125c,1,k),,\N
21130,2024-04-25,  ,361/2000,125c,1,k),,\N
21131,2024-04-25,  ,361/2000,125c,1,k),,\N
21132,2024-04-25, (křižovatka s ul. Soukenická\, ve směru k ul. Porážková) ,361/2000,125c,1,k),,\N
21133,2024-04-25,  ,361/2000,125c,1,k),,\N
21134,2024-04-25,  ,361/2000,125c,1,k),,\N
21135,2024-04-25,  ,361/2000,125c,1,k),,\N
21136,2024-04-25,  ,361/2000,125c,1,k),,\N
21137,2024-04-25,  ,361/2000,125c,1,k),,\N
21138,2024-04-25,  ,361/2000,125c,1,k),,\N
21139,2024-04-25, Křižovatka s ul. Chelčického ,361/2000,125c,1,k),,\N
21140,2024-04-26,  ,361/2000,125c,1,k),,\N
21141,2024-04-26, (u prodejny Hruška) ,361/2000,125c,1,k),,\N
21142,2024-04-26,  ,361/2000,125c,1,k),,\N
21143,2024-04-26,  ,361/2000,125c,1,k),,\N
21144,2024-04-26, (křižovatka s ul. Ľudovíta Štúra) ,361/2000,125c,1,k),,\N
21145,2024-04-26,  ,361/2000,125c,1,k),,\N
21146,2024-04-26,  ,361/2000,125c,1,k),,\N
21147,2024-04-26,  ,361/2000,125c,1,k),,\N
21148,2024-04-26,  ,361/2000,125c,1,k),,\N
21149,2024-04-26,  ,361/2000,125c,1,k),,\N
21150,2024-04-26,  ,361/2000,125c,1,k),,\N
21151,2024-04-26,  ,361/2000,125c,1,k),,\N
21152,2024-04-27, (křižovatka s ul. nám.Družby\, ve směru k ul. Bajkalská) ,361/2000,125c,1,k),,\N
21153,2024-04-27,  ,361/2000,125c,1,k),,\N
21154,2024-04-27,  ,361/2000,125c,1,k),,\N
21155,2024-04-27, (křižovatka s ul. Velká) ,361/2000,125c,1,k),,\N
21156,2024-04-28,  ,361/2000,125c,1,k),,\N
21157,2024-04-28,  ,361/2000,125c,1,k),,\N
21158,2024-04-28,  ,361/2000,125c,1,k),,\N
21159,2024-04-28,  ,361/2000,125c,1,k),,\N
21160,2024-04-28,  ,361/2000,125c,1,k),,\N
21161,2024-04-28,  ,361/2000,125c,1,k),,\N
21162,2024-04-29,  ,361/2000,125c,1,k),,\N
21163,2024-04-29,  ,361/2000,125c,1,k),,\N
21164,2024-04-29,  ,361/2000,125c,1,e),1,\N
21165,2024-04-30,  ,361/2000,125c,1,f),11,\N
21166,2024-04-30,  ,361/2000,125c,1,k),,\N
21167,2024-05-01,  ,361/2000,125c,1,k),,\N
21168,2024-05-01, Parkoviště Penny ,361/2000,125c,1,k),,\N
21169,2024-05-01,  ,361/2000,125c,1,k),,\N
21170,2024-05-02,  ,361/2000,125c,1,k),,\N
21171,2024-05-03,  ,361/2000,125c,1,f),11,\N
21172,2024-05-03,  ,361/2000,125c,1,k),,\N
21173,2024-05-03,  ,361/2000,125c,1,f),17,\N
21174,2024-05-03,  ,361/2000,125c,1,k),,\N
21175,2024-05-03, (naproti Escobaru club) ,361/2000,125c,1,k),,\N
21176,2024-05-05, (křižovatka s ul. Stodolní\, ve směru od ul. Českobratrská) ,361/2000,125c,1,k),,\N
21177,2024-05-06,  ,361/2000,125c,1,k),,\N
21178,2024-05-07,  ,361/2000,125c,1,k),,\N
21179,2024-05-07,  ,361/2000,125c,1,k),,\N
21180,2024-05-09,  ,361/2000,125c,1,k),,\N
21181,2024-05-12,  ,361/2000,125c,1,f),11,\N
21989,2024-05-17, v Ostravě na ul. Pavlovova ,361/2000,125c,1,f),1,\N
21996,2024-05-01, v Ostravě-Porubě na křižovatce ulic 17.listopadu a Opavské ,361/2000,125c,1,e),1,\N
21996,2024-05-01, v Ostravě-Porubě na křižovatce ulic 17.listopadu a Opavské ,361/2000,125c,1,f),5,\N
21996,2024-05-01, v Ostravě-Porubě na křižovatce ulic 17.listopadu a Opavské ,361/2000,125c,1,d),,\N
22100,2024-04-10, v Ostravě na ul. Novinářské\, po parkovišti u prodejny Megasekáč ,361/2000,125c,1,k),,\N
22131,2024-03-08, v Ostravě-Vítkovicích po ul. Závodní\, v křižovatce s ul. Ruskou ,361/2000,125c,1,f),8,\N
22131,2024-03-08, v Ostravě-Vítkovicích po ul. Závodní\, v křižovatce s ul. Ruskou ,168/1999,16,1,,,\N
22131,2024-03-08, v Ostravě-Vítkovicích po ul. Závodní\, v křižovatce s ul. Ruskou ,361/2000,125c,1,k),,\N
22140,2024-05-17, na ulici Rudná 281\,5 km ve směru jízdy Havířov ,361/2000,125c,1,e),1,\N
22142,2024-04-29, v Ostravě-Přívoze po kruhovém objezdu silnice I/56 ve směru jízdy od ul.Cihelní k výjezdu k D1 ,361/2000,125c,1,f),8,\N
22142,2024-04-29, v Ostravě-Přívoze po kruhovém objezdu silnice I/56 ve směru jízdy od ul.Cihelní k výjezdu k D1 ,361/2000,125c,1,k),,\N
22143,2024-04-10, v Ostravě na ul. Novinářské\, po parkovišti u prodejny Megasekáč ,361/2000,125c,1,k),,\N
22144,2024-04-12, v Šenově po ulici Petřvaldské ,361/2000,125c,1,k),,\N
22145,2024-04-12, v Šenově po ulici Petřvaldské ,361/2000,125c,1,f),7,\N
22145,2024-04-12, v Šenově po ulici Petřvaldské ,361/2000,125c,1,k),,\N
22421,2024-01-03,  ,56/2001,83,1,c),,\N
21182,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21183,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21184,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21185,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21186,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21187,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21188,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21189,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21190,2024-04-04, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21191,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
21192,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21193,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21194,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21195,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21196,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21197,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
21198,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21199,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21200,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21201,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21202,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21203,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21204,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21205,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21206,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21207,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21208,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21209,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21210,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21211,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21212,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21213,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21214,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),2,\N
21215,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21216,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21217,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21218,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21219,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21220,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21221,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21222,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21223,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21224,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21225,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21226,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21227,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21228,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21229,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21230,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21231,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21232,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21233,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21234,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21235,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21236,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21237,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21238,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21239,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21240,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21241,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21242,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21243,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21244,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21245,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21246,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21247,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21248,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21249,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21250,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21251,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21252,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21253,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21254,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21255,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21256,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21257,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21258,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21259,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21260,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21261,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21262,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21263,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21264,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21265,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21266,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21267,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21268,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),2,\N
21269,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21270,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21271,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21272,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21273,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21274,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21275,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21276,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21277,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21278,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21279,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21280,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21281,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21282,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21283,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21284,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21285,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21286,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21287,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21288,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21289,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21290,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21291,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21292,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21293,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21294,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21295,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21296,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21297,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21298,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21299,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21300,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
21301,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21302,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21303,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21304,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21305,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21306,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21307,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21308,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21309,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21310,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21311,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21312,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21313,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21314,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
21315,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21316,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21317,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21318,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21319,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21320,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
21321,2024-04-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21322,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21323,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21324,2024-04-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21325,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21326,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21327,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21328,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21329,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21330,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21331,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21332,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
21333,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21334,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21335,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21336,2024-04-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21337,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
21338,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
21339,2024-04-06, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
