Číslo případu,Datum spáchání,Místo činu,Číslo zákona,Paragraf,Odstavec,Písmeno,Bod,Způsob vyřízení
10645,2024-02-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
10953,2024-02-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
10500,2024-02-19, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
10583,2024-02-19, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
10351,2024-02-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
10701,2024-02-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
11143,2024-03-06, dálnice D1 v km 361 ve směru jízdy na Brno ,168/1999,16,1,,,pokuta
11143,2024-03-06, dálnice D1 v km 361 ve směru jízdy na Brno ,168/1999,16,2,,,pokuta
12312,2024-03-07, v Ostravě-Bartovicích na ul. Těšínské\, poblíž Ozdravného centra Ještěrka ,361/2000,125c,1,k),,pokuta
12313,2024-03-07, v Ostravě-Bartovicích na ul. Těšínské\, poblíž Ozdravného centra Ještěrka ,361/2000,125c,1,k),,pokuta
11056,2024-02-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11138,2024-02-24, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
11058,2024-02-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
11060,2024-02-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11046,2024-02-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11034,2024-02-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11240,2024-02-25, (přilehlé parkoviště) ,168/1999,16,1,,,pokuta
12311,2024-02-29,  ,361/2000,125c,4,b),,pokuta
12315,2023-12-28, mezi obcemi Zbyslavice a Kyjovice po ulici Hlavní ,361/2000,125c,1,k),,pokuta
12316,2023-11-30, v Ostravě-Hrabové po ulici Plzeňské ,361/2000,125c,1,k),,pokuta
12316,2023-11-30, v Ostravě-Hrabové po ulici Plzeňské ,361/2000,125c,1,f),14,pokuta
12324,2024-01-09, v Ostravě-Dubině po vedlejším rameni podél ulice Horní ,361/2000,125c,1,k),,pokuta
12324,2024-01-09, v Ostravě-Dubině po vedlejším rameni podél ulice Horní ,30/2024,86,1,,,pokuta
11153,2024-02-02, (Trakční měnírna DPO) ,361/2000,125f,1,,,pokuta
11170,2024-02-03,  ,361/2000,125f,1,,,pokuta
11221,2024-02-05,  ,361/2000,125f,1,,,pokuta
11208,2024-02-04,  ,361/2000,125f,1,,,pokuta
11160,2024-02-02,  ,361/2000,125f,1,,,pokuta
11162,2024-02-02,  ,361/2000,125f,1,,,pokuta
11193,2024-02-04,  ,361/2000,125f,1,,,pokuta
11177,2024-02-03, (u Divadla loutek) ,361/2000,125f,1,,,pokuta
11151,2024-02-02, (Trakční měnírna DPO) ,361/2000,125f,1,,,pokuta
11224,2024-02-05,  ,361/2000,125f,1,,,pokuta
11176,2024-02-03, (u Divadla loutek) ,361/2000,125f,1,,,pokuta
11150,2024-02-02, Trakční měnírna DPO. ,361/2000,125f,1,,,pokuta
11200,2024-02-04,  ,361/2000,125f,1,,,pokuta
11161,2024-02-02,  ,361/2000,125f,1,,,pokuta
11217,2024-02-04,  ,361/2000,125f,1,,,pokuta
11152,2024-02-02, (Trakční měnírna DPO) ,361/2000,125f,1,,,pokuta
11233,2024-02-08,  ,361/2000,125f,1,,,pokuta
11207,2024-02-04,  ,361/2000,125f,1,,,pokuta
11165,2024-02-03, (dvůr) ,361/2000,125f,1,,,pokuta
11220,2024-02-04,  ,361/2000,125f,1,,,pokuta
11197,2024-02-04, (Nové Lauby) ,361/2000,125f,1,,,pokuta
11184,2024-02-04,  ,361/2000,125f,1,,,pokuta
11834,2024-02-06,  ,361/2000,125f,1,,,pokuta
11804,2024-02-05,  ,361/2000,125f,1,,,pokuta
11836,2024-02-06,  ,361/2000,125f,1,,,pokuta
11591,2024-02-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11332,2024-02-24, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11551,2024-02-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11441,2024-02-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11808,2024-02-05,  ,361/2000,125f,1,,,pokuta
11798,2024-02-05, (Galanterie u Švadlenky) ,361/2000,125f,1,,,pokuta
11792,2024-02-05,  ,361/2000,125f,1,,,pokuta
11835,2024-02-06,  ,361/2000,125f,1,,,pokuta
11802,2024-02-05,  ,361/2000,125f,1,,,pokuta
11629,2024-02-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
11795,2024-02-05, (dvorní část) ,361/2000,125f,1,,,pokuta
11777,2024-02-05, ( ul. Hornopolní č.pop. 2833/53) ,361/2000,125f,1,,,pokuta
11605,2024-02-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11575,2024-02-26, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11455,2024-02-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11445,2024-02-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11504,2024-02-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11630,2024-02-26, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
11821,2024-02-06,  ,361/2000,125f,1,,,pokuta
11811,2024-02-05, (naproti domu) ,361/2000,125f,1,,,pokuta
11781,2024-02-05, (ul. Hornopolní č. pop. 2833/53) ,361/2000,125f,1,,,pokuta
11833,2024-02-06,  ,361/2000,125f,1,,,pokuta
11497,2024-02-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11823,2024-02-06,  ,361/2000,125f,1,,,pokuta
11951,2024-02-10,  ,361/2000,125c,1,k),,pokuta
11958,2024-02-21, (křižovatka s ul. Porubská\, ve směru od ul. Martinovská) ,361/2000,125c,1,k),,pokuta
11959,2024-02-21, (křižovatka s ul. Porubská\, ve směru od ul. Martinovská) ,361/2000,125c,1,k),,pokuta
11960,2024-02-21, (křižovatka s ul. Porubská\, ve směru od ul. Martinovská) ,361/2000,125c,1,k),,pokuta
9408,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
9409,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9410,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),2,\N
9411,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
9412,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9413,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9414,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9415,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9416,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9417,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9418,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9419,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9420,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9421,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9422,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9423,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9424,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9425,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9427,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9429,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9430,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9431,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9432,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9433,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9973,2023-12-07, v Havířově na ulici Akátová ,168/1999,16,1,,,\N
10341,2024-03-02, v Ostravě po ul. Moravská\, ve směru jízdy od křižovatky ul. Plzeňská a Horní ,361/2000,125c,1,a),1,\N
10342,2024-01-31, v Šenově po ul. Volenská ,361/2000,125c,1,e),1,\N
10342,2024-01-31, v Šenově po ul. Volenská ,361/2000,125c,1,k),,\N
10343,2024-03-02, v Ostravě po ul. Ruská\, ve směru jízdy k ul. Výškovická ,361/2000,125c,1,c),,\N
10344,2024-02-21, v Ostravě po ul. Výškovická směrem k ul. 29. dubna ,361/2000,125c,1,d),,\N
10470,2024-01-23, v Ostravě na ul. 28.října\,na Sokolské třídě\, na ul. Českobratrské ,361/2000,125c,1,k),,\N
10476,2024-02-23, v Ostravě na ul. Muglinovská ,361/2000,125c,1,d),,\N
10476,2024-02-23, v Ostravě na ul. Muglinovská ,361/2000,125c,1,e),1,\N
10588,2024-03-04, v Ostravě na ul. Výstavní u ul. Rudné\, sjezd ul. Místecká ,56/2001,83a,1,b),,\N
10821,2024-01-31,  ,361/2000,125c,1,k),,\N
10856,2024-03-02, v Ostravě po ul. Rudná\, ve směru jízdy od ul. Tavičská k ul. Závodní ,361/2000,125c,1,c),,\N
10857,2024-02-23,  ,168/1999,16,1,,,\N
10857,2024-02-23,  ,56/2001,83,1,m),,\N
10858,2024-01-20, v Ostravě po ul. Nad Úvozem\, ve směru jízdy od ul. Povlaová ,361/2000,125c,1,e),1,\N
10858,2024-01-20, v Ostravě po ul. Nad Úvozem\, ve směru jízdy od ul. Povlaová ,361/2000,125c,1,k),,\N
10858,2024-01-20, v Ostravě po ul. Nad Úvozem\, ve směru jízdy od ul. Povlaová ,361/2000,125c,1,d),,\N
10874,2024-01-25, v Ostravě na ul. Břenkova\, poblíž domu č.17 ,361/2000,125c,1,k),,\N
10888-P,2024-02-01, v Ostravě na Sokolské třídě při prodejně Hruška ,361/2000,125c,1,k),,\N
10932,2024-01-30, v Ostravě na ul. Zdeňka Štěpánka\, poblíž domu č.1 ,361/2000,125c,1,k),,\N
10982,2024-01-24, v Ostravě na ulici Horymírova u domu č.14 ,361/2000,125c,1,k),,\N
9173,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9122,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8683,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8672,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8466,2024-01-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8823,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8708,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8814,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8682,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9180,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9081,2024-02-02, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8971,2024-01-31, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8959,2024-01-31, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9426,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9390,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9362,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9095,2024-02-02, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8787,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9398,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9181,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8791,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8742,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8718,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8644,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8653,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9182,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8488,2024-01-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8847,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8835,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8688,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9339,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9309,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9384,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9276,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9191,2024-02-04, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9015,2024-02-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8646,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9316,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8477,2024-01-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8731,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8657,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9124,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9038,2024-02-02, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9025,2024-02-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8783,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9386,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9368,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9272,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8566,2024-01-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9311,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8950,2024-01-31, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9336,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9068,2024-02-02, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9151,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9381,2024-02-06, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8452,2024-01-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9308,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8802,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9312,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9428,2024-02-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9319,2024-02-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
9223,2024-02-04, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9198,2024-02-04, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9136,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9087,2024-02-02, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8771,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8735,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
8698,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8686,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8613,2024-01-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8492,2024-01-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
27061,2024-02-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
8951,2024-01-31, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,\N
8837,2024-01-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,\N
9435,2024-01-05,  ,361/2000,125c,1,k),,\N
9436,2024-01-27,  ,361/2000,125c,1,k),,\N
9437,2024-01-27, (směr ul. Svornosti) ,361/2000,125c,1,k),,\N
9438,2024-02-01,  ,361/2000,125c,1,k),,\N
9439,2024-02-01,  ,361/2000,125c,1,k),,\N
9440,2024-02-01,  ,361/2000,125c,1,k),,\N
9442,2024-02-01,  ,361/2000,125c,1,k),,\N
9443,2024-02-01,  ,361/2000,125c,1,k),,\N
9444,2024-02-01,  ,361/2000,125c,1,k),,\N
9447,2024-02-01,  ,361/2000,125c,1,k),,\N
9449,2024-02-01,  ,361/2000,125c,1,k),,\N
9450,2024-02-01,  ,361/2000,125c,1,k),,\N
9451,2024-02-01,  ,361/2000,125c,1,k),,\N
9454,2024-02-01,  ,361/2000,125c,1,k),,\N
9455,2024-02-01,  ,361/2000,125c,1,k),,\N
9456,2024-02-01,  ,361/2000,125c,1,k),,\N
9457,2024-02-01,  ,361/2000,125c,1,k),,\N
9458,2024-02-01,  ,361/2000,125c,1,k),,\N
9459,2024-02-01, (naproti prodejny Global) ,361/2000,125c,1,k),,\N
9460,2024-02-01, (vedle prodejny Sara) ,361/2000,125c,1,k),,\N
9461,2024-02-01,  ,361/2000,125c,1,k),,\N
9462,2024-02-01,  ,361/2000,125c,1,k),,\N
9463,2024-02-01,  ,361/2000,125c,1,k),,\N
9466,2024-02-02, (vedle objektu ORIO ul. Výškovická č.pop. 2614/124) ,361/2000,125c,1,k),,\N
9467,2024-02-02,  ,361/2000,125c,1,k),,\N
9469,2024-02-02,  ,361/2000,125c,1,k),,\N
9470,2024-02-02,  ,361/2000,125c,1,k),,\N
9471,2024-02-02,  ,361/2000,125c,1,k),,\N
9472,2024-02-02,  ,361/2000,125c,1,k),,\N
9473,2024-02-02,  ,361/2000,125c,1,k),,\N
9474,2024-02-02,  ,361/2000,125c,1,k),,\N
9475,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9477,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9478,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9479,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9480,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9481,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9482,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9483,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9484,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9485,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
9486,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9487,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9489,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9490,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9491,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9492,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9493,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
9494,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9495,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9496,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9498,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9500,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9502,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9503,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9504,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9505,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9507,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9508,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9509,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9510,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9511,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9512,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9513,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9514,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9515,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9516,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9517,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9518,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9519,2024-02-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
9520,2024-02-09, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
9521,2024-02-09, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
